person,offer_id,time_received,time_viewed,time_transaction,time_completed,amount_with_offer,label_effective_offer
13022.0,4,0.0,,",6.5",,17.66,0
13022.0,1,7.0,7.0,,,0.0,0
13022.0,7,17.0,17.0,17.0,17.0,15.62,1
13022.0,8,21.0,21.25,",22.0",22.0,16.48,1
13022.0,2,24.0,24.0,-1,,0.0,0
13024.0,5,0.0,1.25,,,0.0,0
13024.0,1,7.0,7.5,",8.25",,3.9699999999999998,0
13024.0,1,17.0,17.25,",18.0,21.0,21.75",,5.27,0
13024.0,6,21.0,21.75,",21.0,21.75",,3.1799999999999997,0
13024.0,3,24.0,,,,0.0,0
10279.0,0,0.0,4.25,",3.75",3.75,26.64,1
10279.0,0,21.0,,",21.5",21.5,28.63,1
10279.0,3,7.0,,",8.0",8.0,16.84,1
10279.0,6,14.0,14.5,",14.5",14.5,23.83,1
10279.0,5,24.0,24.25,",25.0",25.0,23.13,1
13026.0,5,0.0,0.0,",0.25,0.75,1.0,4.5,5.75",5.75,7.470000000000001,1
13026.0,3,7.0,,",7.75,9.75,11.25",,11.8,0
13026.0,4,17.0,,",17.5,23.25,25.5,26.5",,6.300000000000001,0
13026.0,8,24.0,24.25,",25.5,26.5,28.25,28.75",28.75,13.01,1
10634.0,1,0.0,2.25,",5.0",,1.16,0
10634.0,8,7.0,7.5,",9.5",,1.73,0
10634.0,0,14.0,15.0,",16.25,19.5",,3.6399999999999997,0
10634.0,6,17.0,17.0,",19.5,24.25,25.25,25.75",25.75,10.37,1
10634.0,9,21.0,,",24.25,25.25,25.75",,8.9,0
10634.0,5,24.0,24.0,",24.25,25.25,25.75",25.75,8.9,1
11257.0,6,0.0,0.25,",0.75",0.75,12.41,1
11257.0,1,7.0,11.5,",7.0,9.25,10.0,11.5,12.0",,29.879999999999995,0
11257.0,0,14.0,15.5,",15.5,15.75,17.75,19.25",,23.25,0
11257.0,3,17.0,,",17.75",17.75,6.31,1
11257.0,9,21.0,22.25,",22.5,22.75",22.75,10.6,1
13029.0,5,0.0,0.25,",2.75",2.75,16.81,1
13029.0,3,7.0,7.5,",7.0",7.0,26.39,1
13029.0,6,14.0,14.0,",14.25",14.25,13.96,1
13030.0,0,0.0,0.75,",3.0",,5.38,0
13030.0,1,14.0,14.0,",14.25,16.75,17.0,18.5",,8.75,0
13030.0,1,17.0,17.75,",17.0,18.5,20.0",,8.71,0
13030.0,1,24.0,25.75,",25.75,26.75",,7.720000000000001,0
13030.0,6,21.0,,",22.25,25.75,26.75",,8.68,0
13031.0,4,0.0,,",3.25",3.25,23.96,1
13031.0,4,14.0,,",19.25",19.25,26.09,1
13031.0,1,7.0,8.5,",9.0",9.0,15.3,1
13031.0,0,17.0,19.25,",19.25",19.25,26.09,1
13031.0,9,21.0,,",21.0",21.0,22.2,1
13031.0,2,24.0,24.0,24.75,24.75,14.09,1
13032.0,6,0.0,0.5,",2.5,3.5,3.75,6.0",6.0,11.34,1
13032.0,6,17.0,18.75,",20.75,22.25",,9.129999999999999,0
13032.0,6,21.0,21.5,",22.25",,5.17,0
13032.0,5,7.0,8.25,,,0.0,0
13035.0,5,0.0,0.25,",6.0",6.0,13.28,1
13035.0,2,7.0,7.0,-1,,0.0,0
13035.0,9,14.0,14.25,",17.75",17.75,16.04,1
13035.0,4,17.0,19.75,",17.75,26.25",26.25,20.41,1
9049.0,6,0.0,0.0,",0.25,0.75",0.75,11.79,1
9049.0,2,14.0,16.0,15.75,15.75,0.9500000000000001,1
9049.0,5,17.0,18.0,",18.0,19.75",19.75,93.58000000000001,1
13037.0,2,0.0,6.25,-1,,0.0,0
13037.0,4,7.0,,",10.25,12.25",,9.790000000000001,0
13037.0,4,24.0,27.75,",29.25",,1.8900000000000001,0
13037.0,9,14.0,,",18.0",,2.14,0
13037.0,8,17.0,,",18.0",,2.14,0
13037.0,7,21.0,21.0,22.25,22.25,1.6,1
13043.0,9,0.0,0.0,,,0.0,0
13043.0,9,17.0,,",18.75,23.25",,6.04,0
13043.0,9,21.0,21.25,",23.25,26.75,27.75,28.0",,7.069999999999999,0
13043.0,9,24.0,,",26.75,27.75,28.0",,5.1,0
13043.0,3,7.0,,,,0.0,0
13043.0,7,14.0,14.5,-1,,0.0,0
13045.0,0,0.0,1.25,",6.5",6.5,25.04,1
13045.0,0,7.0,8.25,",10.0",10.0,30.13,1
13045.0,8,14.0,15.25,",18.5",18.5,29.5,1
13045.0,6,17.0,17.25,",18.5",18.5,29.5,1
13045.0,9,21.0,24.25,",26.0",26.0,24.85,1
13047.0,7,0.0,0.75,-1,,0.0,0
13047.0,0,7.0,9.5,",12.25",,3.11,0
13047.0,4,14.0,,,,0.0,0
13047.0,4,17.0,,",25.5,26.5",,2.5999999999999996,0
13047.0,9,21.0,,",25.5,26.5",,2.5999999999999996,0
13047.0,2,24.0,25.25,25.5,25.5,1.38,1
13048.0,6,0.0,,",2.0",,0.36,0
13048.0,8,7.0,7.25,",10.25,10.5",,5.86,0
13048.0,8,24.0,24.0,,,0.0,0
13048.0,2,21.0,22.25,22.0,22.0,0.9400000000000001,1
13049.0,5,0.0,4.5,",2.75",2.75,10.91,1
13049.0,7,14.0,14.75,14.5,14.5,6.35,1
13049.0,3,21.0,,",22.25",22.25,9.01,1
13049.0,2,24.0,29.25,-1,,0.0,0
10437.0,4,0.0,2.0,,,0.0,0
10437.0,7,7.0,8.25,-1,,0.0,0
10437.0,0,14.0,14.0,",19.5",19.5,23.29,1
10437.0,2,24.0,24.0,-1,,0.0,0
10440.0,1,0.0,2.25,",2.25",2.25,24.75,1
10440.0,0,7.0,7.75,",7.75",7.75,32.9,1
10440.0,7,14.0,,16.25,16.25,24.95,1
10440.0,7,24.0,29.5,-1,,0.0,0
10440.0,6,17.0,19.75,",19.5",19.5,30.45,1
10440.0,2,21.0,,21.5,21.5,27.82,1
10452.0,8,0.0,0.0,",0.0",,1.11,0
10452.0,7,7.0,8.25,-1,,0.0,0
10452.0,5,21.0,21.5,",22.0",,0.55,0
10452.0,6,24.0,24.75,,,0.0,0
13053.0,4,0.0,2.75,",3.25,5.75",5.75,34.55,1
13053.0,4,14.0,,",17.0,20.0",20.0,30.42,1
13053.0,3,7.0,7.25,,,0.0,0
13053.0,0,21.0,21.25,",22.25",22.25,10.94,1
13053.0,5,24.0,24.5,",24.75",24.75,16.57,1
13055.0,2,0.0,,-1,,0.0,0
13055.0,4,14.0,,",17.5",17.5,25.85,1
13055.0,7,24.0,24.75,25.25,25.25,30.16,1
13058.0,5,0.0,1.25,",4.5",4.5,19.56,1
13058.0,9,7.0,,,,0.0,0
13058.0,6,14.0,14.25,",14.75",14.75,22.57,1
13058.0,7,17.0,,19.0,19.0,37.25,1
13058.0,4,21.0,,",23.5",23.5,22.07,1
13058.0,3,24.0,,",24.25",24.25,31.89,1
13060.0,8,0.0,0.75,",4.25",4.25,6.86,1
13060.0,8,17.0,19.25,",18.0",18.0,23.96,1
13060.0,2,14.0,15.5,18.0,18.0,23.96,1
13060.0,2,24.0,25.25,26.0,26.0,28.0,1
13061.0,2,0.0,0.0,0.25,0.25,6.45,1
13061.0,1,17.0,17.0,",17.75",,6.51,0
13061.0,6,21.0,24.25,",22.25,26.5",,3.46,0
13062.0,9,0.0,0.5,",2.5,7.0",7.0,16.23,1
13062.0,9,14.0,16.0,",16.75",16.75,16.89,1
13062.0,9,21.0,22.5,",22.75",22.75,12.17,1
13062.0,7,17.0,,17.5,17.5,11.4,1
13065.0,5,0.0,2.75,",4.75",4.75,19.07,1
13065.0,6,7.0,7.25,",7.0",7.0,14.44,1
13065.0,4,14.0,,",14.75,17.5",17.5,25.29,1
13065.0,8,21.0,26.0,",24.5",24.5,20.04,1
13067.0,8,0.0,0.5,",0.5",0.5,23.78,1
13067.0,2,7.0,7.25,9.0,9.0,11.55,1
13067.0,2,17.0,17.0,-1,,0.0,0
13067.0,7,14.0,14.25,-1,,0.0,0
13067.0,9,21.0,21.25,",21.5",21.5,12.16,1
13067.0,6,24.0,24.0,",26.0",26.0,18.69,1
13068.0,8,0.0,1.25,",1.0",1.0,7.5,1
13068.0,1,7.0,7.0,",10.5",,7.76,0
13068.0,3,21.0,21.0,",26.75",26.75,6.8100000000000005,1
13068.0,2,24.0,24.25,26.75,26.75,6.8100000000000005,1
13070.0,3,0.0,0.25,",0.5",0.5,8.43,1
13070.0,3,14.0,18.5,",18.5",18.5,9.16,1
13070.0,5,7.0,7.25,",7.25",7.25,12.5,1
13070.0,5,21.0,23.25,",25.0",25.0,10.61,1
13070.0,8,24.0,25.0,",25.0",25.0,10.61,1
13072.0,4,0.0,,",0.0,0.75",0.75,21.8,1
13072.0,4,21.0,,",21.0,25.25",25.25,21.72,1
13072.0,9,7.0,,",11.0,11.25",11.25,17.67,1
13072.0,7,14.0,14.75,15.0,15.0,12.9,1
13072.0,7,24.0,25.5,25.25,25.25,4.85,1
13073.0,2,0.0,0.75,2.25,2.25,6.4,1
13073.0,6,7.0,9.5,",8.5,10.75",10.75,13.440000000000001,1
13073.0,0,17.0,17.0,",17.25",17.25,10.2,1
13073.0,7,24.0,26.0,24.0,24.0,7.96,1
13075.0,9,0.0,,,,0.0,0
13075.0,9,21.0,21.25,",27.0",,0.29,0
13075.0,2,7.0,,-1,,0.0,0
13075.0,4,14.0,,",18.0",,8.09,0
13075.0,8,17.0,17.0,",18.0",18.0,8.09,1
13075.0,7,24.0,26.25,27.0,27.0,0.29,1
13076.0,4,0.0,,",4.25,6.0",6.0,23.450000000000003,1
13076.0,4,17.0,,",23.0",,11.8,0
13076.0,4,24.0,,,,0.0,0
13076.0,0,7.0,,",11.75",,6.49,0
13076.0,3,21.0,,",23.0",23.0,11.8,1
13491.0,1,0.0,2.25,,,0.0,0
13491.0,1,7.0,7.25,,,0.0,0
13491.0,6,14.0,15.0,,,0.0,0
13491.0,6,24.0,24.25,",28.75",28.75,27.11,1
13491.0,5,17.0,18.75,,,0.0,0
13078.0,9,0.0,0.25,",1.5",1.5,15.37,1
13078.0,9,7.0,7.0,",7.25",7.25,15.26,1
13078.0,5,14.0,14.0,",15.0",15.0,16.59,1
13078.0,6,21.0,21.0,",22.0,27.75",27.75,24.82,1
13078.0,1,24.0,24.0,",27.75",27.75,16.0,1
13079.0,1,0.0,0.25,,,0.0,0
13079.0,1,24.0,24.5,",28.25",,7.38,0
13079.0,3,7.0,7.0,",7.25,7.75",7.75,17.73,1
13079.0,8,14.0,,",15.0",15.0,5.93,1
13079.0,2,17.0,17.5,17.25,17.25,9.36,1
13079.0,0,21.0,21.5,",21.0,22.5",,4.65,0
13080.0,7,0.0,0.0,-1,,0.0,0
13080.0,7,21.0,21.5,23.5,23.5,19.4,1
13080.0,8,14.0,14.0,",18.25",18.25,11.28,1
13080.0,5,17.0,17.25,",18.25",18.25,11.28,1
13080.0,3,24.0,25.0,",26.75",26.75,9.09,1
13082.0,3,0.0,0.0,",0.5",0.5,7.25,1
13082.0,9,7.0,9.0,,,0.0,0
13082.0,8,14.0,14.5,",14.5",14.5,15.41,1
13082.0,6,17.0,,,,0.0,0
13082.0,7,21.0,28.0,-1,,0.0,0
13083.0,3,0.0,1.25,",2.0",2.0,23.38,1
13083.0,3,7.0,,",13.75",13.75,25.8,1
13083.0,0,14.0,,",17.0",17.0,21.41,1
13083.0,6,17.0,18.25,",17.0",17.0,21.41,1
13083.0,6,24.0,27.0,",26.5",26.5,17.82,1
13084.0,2,0.0,,-1,,0.0,0
13084.0,2,17.0,18.25,17.5,17.5,22.86,1
13084.0,2,24.0,,25.0,25.0,24.23,1
13084.0,7,7.0,10.0,8.0,8.0,21.58,1
13084.0,1,14.0,14.25,",15.5",15.5,13.43,1
13084.0,5,21.0,22.25,",23.25",23.25,32.73,1
13085.0,4,0.0,2.0,",3.25,5.5",5.5,26.089999999999996,1
13085.0,4,21.0,21.75,",21.5,24.75,26.0",26.0,28.35,1
13085.0,1,7.0,7.5,",7.0,8.0",8.0,26.3,1
13085.0,0,17.0,17.0,",18.25",18.25,18.47,1
13085.0,5,24.0,24.0,",24.75,26.0",26.0,14.3,1
13087.0,7,0.0,0.0,-1,,0.0,0
13087.0,8,14.0,16.25,",17.75",17.75,5.06,1
13087.0,9,17.0,,",17.75,22.0,23.25",23.25,16.1,1
13087.0,3,21.0,21.75,",22.0,23.25",23.25,11.04,1
13088.0,3,0.0,,,,0.0,0
13088.0,3,7.0,10.5,",8.0,9.0,11.0,11.75",11.75,14.049999999999999,1
13088.0,8,17.0,17.25,",18.25",18.25,5.08,1
13088.0,5,21.0,,",21.25",21.25,8.14,1
13088.0,7,24.0,24.5,24.5,24.5,6.1,1
10286.0,2,0.0,3.5,-1,,0.0,0
10286.0,4,7.0,12.5,,,0.0,0
10286.0,8,24.0,25.0,",25.5",25.5,15.28,1
13090.0,3,0.0,,",0.5",0.5,14.54,1
13090.0,9,14.0,14.75,",15.25",15.25,14.15,1
13090.0,2,17.0,17.0,20.0,20.0,11.06,1
13090.0,2,21.0,,21.0,21.0,21.96,1
13090.0,0,24.0,24.0,",24.75",24.75,18.86,1
13091.0,8,0.0,0.0,",4.25",4.25,7.14,1
13091.0,8,24.0,24.0,,,0.0,0
13091.0,5,7.0,8.0,",10.5",10.5,16.02,1
13091.0,5,14.0,14.5,",15.0",15.0,23.81,1
13091.0,9,21.0,22.25,",22.75",,7.62,0
13092.0,6,0.0,0.25,",1.25,1.5",1.5,24.880000000000003,1
13092.0,4,17.0,,",18.0,21.75",21.75,28.29,1
13092.0,0,21.0,21.0,",21.75",21.75,11.68,1
13093.0,6,0.0,0.25,",1.75",1.75,13.29,1
13093.0,1,14.0,,",16.5",16.5,31.25,1
13093.0,7,17.0,17.5,-1,,0.0,0
13093.0,7,21.0,22.5,21.5,21.5,17.74,1
13094.0,0,0.0,1.5,",2.25,3.5",3.5,25.3,1
13094.0,0,7.0,7.0,",7.25",7.25,10.46,1
13094.0,2,17.0,,17.75,17.75,7.8100000000000005,1
13094.0,1,21.0,22.75,",23.0",,6.42,0
13094.0,4,24.0,,",26.25",,4.94,0
13096.0,2,0.0,1.75,0.75,0.75,2.3,1
13096.0,5,7.0,8.75,",8.75,10.75,11.25,11.75,12.25",12.25,7.319999999999999,1
13096.0,3,14.0,16.0,",14.5,16.5,18.0,21.0",,14.27,0
13096.0,3,21.0,,",21.0",,4.75,0
13096.0,3,24.0,,",28.5",28.5,5.99,1
13096.0,1,17.0,17.25,",18.0,21.0",,8.280000000000001,0
10716.0,8,0.0,0.75,",3.0",3.0,25.81,1
10716.0,3,14.0,,",16.75",16.75,18.23,1
10716.0,3,17.0,22.5,,,0.0,0
10716.0,0,24.0,,",25.0",25.0,16.01,1
13101.0,7,0.0,2.0,-1,,0.0,0
13101.0,7,14.0,14.25,14.5,14.5,26.51,1
13101.0,7,21.0,22.75,23.75,23.75,25.36,1
13101.0,9,7.0,7.25,",9.75",9.75,14.16,1
13101.0,2,17.0,17.25,20.25,20.25,23.96,1
13101.0,3,24.0,24.0,",25.0",25.0,27.32,1
13102.0,7,0.0,,-1,,0.0,0
13102.0,9,7.0,,",8.5",8.5,22.53,1
13102.0,9,24.0,28.25,",26.0",26.0,21.47,1
13102.0,5,14.0,14.5,",14.75",14.75,25.37,1
13102.0,5,17.0,19.25,",17.5",17.5,18.65,1
13102.0,8,21.0,21.0,",21.75",21.75,19.83,1
13103.0,5,0.0,1.25,",2.25,2.75,5.75",5.75,9.03,1
13103.0,0,7.0,7.25,",7.5,8.0,8.25,10.25",,8.17,0
13103.0,0,24.0,24.0,",24.0,25.0,25.25,25.75,29.0",,16.77,0
13103.0,8,14.0,14.25,",14.25,15.25,16.0,18.5",,8.41,0
13103.0,3,21.0,23.0,",24.0,25.0",25.0,7.4,1
13105.0,6,0.0,0.0,",3.5",3.5,16.51,1
13105.0,6,7.0,7.25,",11.0,13.25",13.25,17.4,1
13105.0,5,14.0,14.0,",14.75",14.75,13.17,1
13105.0,9,17.0,17.5,",19.0",19.0,13.42,1
13105.0,7,21.0,21.25,-1,,0.0,0
13105.0,7,24.0,24.25,24.25,24.25,15.07,1
9924.0,7,0.0,4.25,-1,,0.0,0
9924.0,7,17.0,18.25,17.5,17.5,4.33,1
9924.0,9,7.0,9.0,",7.5,10.5,12.0",12.0,14.450000000000001,1
9924.0,4,14.0,,",17.5,18.5,18.75,20.0,23.25,24.0",24.0,20.7,1
9924.0,1,24.0,24.5,",24.0,26.5,27.25,29.0",,21.53,0
13110.0,1,0.0,0.0,,,0.0,0
13110.0,3,7.0,,,,0.0,0
13110.0,9,14.0,,",18.0",18.0,31.99,1
13110.0,9,24.0,,",25.0",25.0,21.47,1
13110.0,4,17.0,,",18.0",18.0,31.99,1
13110.0,6,21.0,23.0,",25.0",25.0,21.47,1
13111.0,7,0.0,2.0,2.0,2.0,1.8599999999999999,1
13111.0,0,7.0,7.0,",7.25,7.5,9.75,11.25,11.5,12.0,13.25,13.5,14.0",,24.48,0
13111.0,6,14.0,14.25,",14.0,14.5,17.0,17.75",17.75,10.74,1
13111.0,8,21.0,22.25,",22.5,22.75",22.75,9.65,1
13111.0,5,24.0,24.5,",26.75,27.0,28.25",28.25,8.81,1
13112.0,7,0.0,0.5,1.25,1.25,19.55,1
13112.0,0,7.0,10.0,",12.0",,8.61,0
13112.0,4,14.0,15.5,",16.25,17.25",17.25,40.61,1
13112.0,8,17.0,18.75,",17.25",17.25,26.5,1
13112.0,8,21.0,,",24.25,25.75",,25.27,0
13112.0,8,24.0,24.25,",24.25",24.25,12.04,1
13113.0,9,0.0,3.75,,,0.0,0
13113.0,0,14.0,,",20.5",20.5,25.27,1
13113.0,1,17.0,19.5,",20.5",20.5,25.27,1
13113.0,7,21.0,21.75,22.5,22.5,31.52,1
13113.0,6,24.0,26.25,",27.5",27.5,34.44,1
13114.0,9,0.0,,,,0.0,0
13114.0,6,7.0,7.0,,,0.0,0
13114.0,1,14.0,14.5,,,0.0,0
13114.0,2,21.0,26.0,-1,,0.0,0
13115.0,4,0.0,0.5,",2.25",2.25,23.62,1
13115.0,0,14.0,14.25,",15.75",15.75,13.61,1
13115.0,0,21.0,21.25,",23.5",23.5,26.53,1
13115.0,7,17.0,17.75,-1,,0.0,0
13115.0,8,24.0,24.0,",24.25",24.25,32.86,1
13116.0,0,0.0,2.75,",5.5,6.0",,7.64,0
13116.0,0,7.0,8.25,",13.5",,0.58,0
13116.0,1,17.0,19.0,",20.0,21.5",,4.68,0
13116.0,6,21.0,,",21.5,27.75",,4.51,0
13116.0,2,24.0,26.5,27.75,27.75,1.76,1
13117.0,7,0.0,0.5,2.0,2.0,18.22,1
13117.0,7,7.0,7.0,7.75,7.75,19.95,1
13117.0,8,17.0,,",18.0",18.0,17.49,1
11173.0,0,0.0,0.25,",0.75,2.5,5.75,6.25",,8.78,0
11173.0,5,7.0,7.5,",9.0,10.75",,2.51,0
11173.0,1,14.0,14.0,",14.5,14.75,16.25,18.75",,12.129999999999999,0
11173.0,7,17.0,17.5,18.75,18.75,5.62,1
11173.0,4,21.0,,",28.0",,1.01,0
11173.0,9,24.0,,",28.0",,1.01,0
13120.0,1,0.0,0.5,",0.5",0.5,30.56,1
13120.0,1,21.0,21.0,",21.5",21.5,20.2,1
13120.0,1,24.0,24.0,",24.0",24.0,23.33,1
13120.0,5,17.0,17.0,",21.5",21.5,20.2,1
13121.0,0,0.0,1.25,",1.5,4.75,5.0,5.5,7.0",,20.900000000000002,0
13121.0,9,7.0,7.0,",7.0,7.25",7.25,11.44,1
13121.0,2,14.0,15.0,15.75,15.75,3.2800000000000002,1
13121.0,4,17.0,,",17.75,21.5,21.75,23.5,25.5",25.5,23.410000000000004,1
13121.0,6,21.0,21.0,",21.5,21.75,23.5,25.5,26.25,26.5,26.75,29.0",,22.88,0
13121.0,6,24.0,25.0,",25.5",25.5,6.24,1
14139.0,5,0.0,0.75,",1.5,1.75",1.75,14.31,1
14139.0,9,7.0,,,,0.0,0
14139.0,7,14.0,14.25,15.25,15.25,0.51,1
14139.0,3,17.0,17.0,",18.0",18.0,5.41,1
13123.0,5,0.0,0.5,",1.0",1.0,11.27,1
13123.0,6,7.0,8.75,",9.5",9.5,14.19,1
13123.0,7,17.0,18.25,17.0,17.0,28.15,1
13123.0,7,24.0,25.0,25.0,25.0,7.44,1
13123.0,9,21.0,22.75,",23.25,25.0",25.0,15.48,1
13124.0,1,0.0,0.5,",2.0",2.0,20.2,1
13124.0,8,7.0,8.0,",8.0",8.0,19.46,1
13124.0,6,14.0,,",17.25,19.5,20.0,21.75,24.0",,91.95,0
13124.0,6,17.0,17.0,",17.25",17.25,10.01,1
13124.0,4,21.0,,",21.75",21.75,20.15,1
13124.0,4,24.0,25.5,",24.0",24.0,28.41,1
13126.0,4,0.0,,",7.25",,13.81,0
13126.0,9,7.0,8.5,",7.25",7.25,13.81,1
13126.0,9,14.0,14.5,",14.0",14.0,23.09,1
13126.0,6,17.0,17.5,",19.5",19.5,25.26,1
13126.0,0,21.0,21.25,",21.0",21.0,13.14,1
13127.0,7,0.0,0.75,-1,,0.0,0
13127.0,7,14.0,14.0,15.0,15.0,2.2800000000000002,1
13127.0,3,7.0,,,,0.0,0
13127.0,8,21.0,21.0,,,0.0,0
13129.0,6,0.0,0.25,",2.0",2.0,12.61,1
13129.0,5,7.0,9.0,",9.25",9.25,28.07,1
13129.0,2,14.0,,-1,,0.0,0
13129.0,0,17.0,21.0,,,0.0,0
13130.0,8,0.0,3.5,",3.75",,2.81,0
13130.0,9,14.0,,",20.5",,6.09,0
13130.0,7,24.0,26.0,-1,,0.0,0
10807.0,1,0.0,3.75,",2.5,3.75",,6.23,0
10807.0,2,7.0,,9.25,9.25,0.93,1
10807.0,8,17.0,18.25,",19.0,19.5",19.5,7.06,1
10807.0,0,24.0,24.0,",26.5,29.5,29.75",,7.06,0
13132.0,7,0.0,0.5,0.25,0.25,27.12,1
13132.0,9,7.0,,",10.75",10.75,14.84,1
13132.0,8,14.0,14.25,",15.75",15.75,17.46,1
13132.0,2,17.0,,18.25,18.25,5.26,1
13132.0,6,21.0,23.0,",23.5",23.5,24.86,1
13132.0,6,24.0,,",24.5",24.5,19.43,1
13133.0,4,0.0,,",1.25",,9.35,0
13133.0,5,7.0,10.5,",13.0",13.0,11.47,1
13133.0,7,17.0,19.5,-1,,0.0,0
13133.0,7,24.0,24.5,25.5,25.5,9.05,1
13134.0,5,0.0,6.75,",0.75,5.25",,5.609999999999999,0
13134.0,3,7.0,,,,0.0,0
13134.0,3,21.0,,",24.5,25.5,26.0,27.0,27.25",,9.2,0
13134.0,6,14.0,,",14.25,16.75,20.75",20.75,11.29,1
13134.0,4,17.0,,",20.75,24.5,25.5,26.0,27.0",,11.01,0
13134.0,1,24.0,24.5,",24.5,25.5,26.0,27.0,27.25",,9.2,0
13135.0,0,0.0,1.25,",1.5",,0.93,0
13135.0,0,24.0,24.0,",24.25",,4.09,0
13135.0,5,7.0,14.75,",11.0",,5.45,0
13135.0,9,21.0,,",24.25",,4.09,0
13139.0,6,0.0,0.25,",2.0,3.0,3.5",3.5,10.36,1
13139.0,1,7.0,7.0,",8.25,9.25,10.0,11.75",,15.770000000000001,0
13139.0,1,24.0,,",28.75",,7.42,0
13139.0,4,14.0,,",14.5,15.5,16.25,21.0",,9.870000000000001,0
13142.0,1,0.0,0.0,",0.0",0.0,13.26,1
13142.0,7,7.0,7.0,8.25,8.25,6.97,1
13142.0,8,14.0,14.25,",15.75",15.75,11.41,1
13142.0,4,21.0,23.25,",21.0,21.25",21.25,20.86,1
13142.0,2,24.0,26.0,24.5,24.5,13.31,1
13143.0,0,0.0,0.0,,,0.0,0
13143.0,1,7.0,9.25,",10.5,10.75",,7.66,0
13143.0,1,14.0,15.25,",16.5",,4.57,0
13143.0,5,17.0,17.75,,,0.0,0
13143.0,9,21.0,23.25,",26.0,26.25",,3.77,0
13143.0,9,24.0,,",26.0,26.25",,3.77,0
13145.0,3,0.0,,,,0.0,0
13145.0,3,24.0,24.75,",24.5",24.5,6.64,1
13145.0,1,7.0,7.0,",7.75",7.75,14.11,1
13148.0,3,0.0,0.0,",1.0",1.0,10.49,1
13148.0,4,7.0,11.0,",11.25,13.75",13.75,23.509999999999998,1
13148.0,7,14.0,14.0,15.75,15.75,13.34,1
13148.0,9,17.0,,",24.0",,5.51,0
13148.0,1,21.0,21.0,",24.0",,5.51,0
11063.0,2,0.0,5.5,-1,,0.0,0
11063.0,5,14.0,,",14.0",14.0,13.06,1
11063.0,8,17.0,17.25,",19.0",19.0,23.02,1
11063.0,9,21.0,,",22.25",22.25,24.21,1
11063.0,3,24.0,25.25,",26.0",26.0,11.29,1
13150.0,0,0.0,1.5,",2.25,2.75,4.25",,13.100000000000001,0
13150.0,0,21.0,21.0,",22.0,22.5",22.5,18.03,1
13150.0,6,7.0,7.75,",8.75",8.75,10.47,1
13150.0,6,24.0,24.5,",25.25,25.75",25.75,12.09,1
13150.0,3,14.0,,",15.0",15.0,7.96,1
13151.0,7,0.0,0.5,1.5,1.5,15.52,1
13151.0,7,7.0,7.25,7.25,7.25,27.6,1
13151.0,2,14.0,,17.75,17.75,12.9,1
13151.0,2,24.0,,27.0,27.0,20.53,1
13151.0,9,17.0,17.75,",17.75",17.75,12.9,1
13151.0,3,21.0,23.75,",21.5",21.5,21.96,1
13154.0,1,0.0,0.25,",0.75,1.75,3.75",,4.03,0
13154.0,8,7.0,7.0,",7.25,7.5,10.75",,10.53,0
13154.0,8,17.0,17.75,",17.25,17.5,18.5,19.75,20.0,20.75,21.5",,18.73,0
13154.0,0,14.0,14.25,",14.25,17.25,17.5,18.5,19.75,20.0,20.75",,19.71,0
13154.0,2,21.0,21.0,21.5,21.5,3.27,1
13154.0,3,24.0,,,,0.0,0
13155.0,1,0.0,0.25,",0.75",0.75,19.32,1
13155.0,7,14.0,14.75,14.5,14.5,15.33,1
13155.0,3,17.0,17.25,",17.25",17.25,29.34,1
13155.0,3,24.0,24.0,",26.25",26.25,21.94,1
13155.0,0,21.0,21.0,",21.25",21.25,31.41,1
13156.0,0,0.0,0.0,",2.0,6.0,7.0",,7.35,0
13156.0,6,7.0,7.0,",7.0,10.0,11.0,13.25",,9.86,0
13156.0,9,14.0,,",19.0,20.5",,5.040000000000001,0
13156.0,5,17.0,18.0,",19.0,20.5,22.75",22.75,9.900000000000002,1
13156.0,4,21.0,,",22.75",,4.86,0
13156.0,3,24.0,,,,0.0,0
13157.0,6,0.0,0.0,",0.25",0.25,33.06,1
13157.0,8,14.0,14.75,",16.0",16.0,19.26,1
13157.0,2,17.0,18.25,18.75,18.75,9.14,1
13157.0,3,21.0,,",24.5",24.5,30.17,1
13157.0,9,24.0,26.75,",24.5",24.5,30.17,1
13158.0,1,0.0,5.75,",4.75",4.75,30.52,1
13158.0,6,7.0,9.0,",11.75",11.75,18.77,1
13158.0,3,14.0,,",14.0",14.0,14.29,1
13158.0,7,21.0,23.5,22.5,22.5,27.5,1
13158.0,8,24.0,24.25,",26.0",26.0,18.07,1
13159.0,8,0.0,0.25,",4.75",,3.37,0
13159.0,8,7.0,7.75,",7.75",7.75,19.07,1
13159.0,8,24.0,24.0,",24.5",24.5,11.6,1
13159.0,1,14.0,16.25,",17.5",17.5,10.93,1
13159.0,0,21.0,21.75,",22.5,22.75",22.75,17.17,1
13160.0,4,0.0,6.25,",6.0",,6.77,0
13160.0,2,7.0,7.0,-1,,0.0,0
13160.0,0,14.0,,,,0.0,0
13160.0,0,21.0,,",25.0",,9.34,0
13160.0,3,17.0,18.5,,,0.0,0
13160.0,3,24.0,25.75,",25.0",25.0,9.34,1
13161.0,8,0.0,0.25,",2.0",2.0,13.76,1
13161.0,3,7.0,8.25,",8.5",8.5,15.3,1
13161.0,7,17.0,17.25,18.0,18.0,17.91,1
